,gender,age,age_o,race,race_o,samerace,importance_same_race,importance_same_religion,field,pref_o_attractive,pref_o_sincere,pref_o_intelligence,pref_o_funny,pref_o_ambitious,pref_o_shared_interests,attractive_important,sincere_important,intelligence_important,funny_important,ambition_important,shared_interests_important,attractive,sincere,intelligence,funny,ambition,attractive_partner,sincere_partner,intelligence_parter,funny_partner,ambition_partner,shared_interests_partner,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,interests_correlate,expected_happy_with_sd_people,like,decision
3269,0,0,0,2,1,0,4,4,192,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,4,4,4,4,4,3.0,3.0,4.0,4.0,4.0,3.0,3,3,4,4,4,4,3,3,4,4,4,4,4,4,4,4,4,2.0,4,3.0,0
2480,1,1,0,2,1,0,0,0,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3,3,4,3,3.0,3.0,3.0,3.0,3.0,3.0,4,1,3,3,3,4,1,1,3,3,1,3,3,3,4,1,4,3.0,3,3.0,1
3001,0,0,1,4,2,0,0,4,127,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,3,4,4,4,2,2.0,1.0,4.0,2.0,2.0,1.0,4,3,3,3,4,1,4,2,0,4,1,4,2,1,3,3,1,2.0,3,1.0,0
1891,1,0,1,2,2,1,2,3,136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3,4,4,4,4,4.0,4.0,3.0,4.0,3.0,3.0,4,4,4,3,2,3,3,2,4,3,2,2,3,4,4,1,3,2.0,1,4.0,1
5488,0,4,1,0,0,1,0,0,190,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,3,3,3,4,1,2.0,3.0,4.0,3.0,4.0,2.0,0,1,0,4,4,4,4,0,0,4,2,3,1,4,4,0,0,2.0,4,2.0,0
4243,0,1,1,4,2,0,3,3,160,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,4,4,4,4,4,4.0,3.0,3.0,3.0,3.0,4.0,4,2,4,4,4,4,4,2,2,2,4,4,4,4,4,3,3,3.0,4,3.0,1
2126,0,0,0,4,0,0,1,0,108,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3,4,4,4,3,3.0,3.0,3.0,3.0,3.0,2.0,3,0,2,4,4,4,2,3,2,4,3,2,4,4,4,3,1,4.0,1,2.0,0
428,1,0,0,2,0,0,2,4,121,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,3,4,1,4,1,3.0,3.0,4.0,1.0,4.0,0.0,3,3,3,1,2,1,3,2,2,2,3,0,3,0,1,1,0,2.0,1,3.0,0
1352,1,1,1,0,0,1,3,4,26,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,3,4,4,4,3,3.0,3.0,3.0,3.0,3.0,2.0,3,1,4,4,2,2,2,1,1,4,2,3,4,3,3,2,2,4.0,2,2.0,0
3306,1,0,0,3,2,0,1,1,194,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,3,3,4,4,4,3.0,4.0,4.0,4.0,4.0,4.0,1,1,2,3,3,2,2,2,0,4,3,3,4,4,4,4,3,3.0,3,3.0,0
2892,0,1,2,3,2,0,0,0,177,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,4,4,4,4,4,2.0,1.0,3.0,0.0,3.0,0.0,2,1,1,4,3,3,3,2,4,4,1,4,4,4,4,4,1,3.0,4,0.0,0
1225,0,0,0,0,2,0,0,1,121,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,3,4,4,4,3,1.0,4.0,2.0,1.0,3.0,0.0,2,1,4,3,4,4,2,0,1,4,0,4,4,2,2,3,1,3.0,3,0.0,0
3890,1,1,1,4,0,0,1,0,177,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,4,4,4,4,3,3.0,3.0,3.0,3.0,3.0,3.0,4,1,3,4,3,2,1,1,1,3,3,1,3,3,4,4,4,3.0,3,3.0,1
6487,1,1,1,2,3,0,0,0,19,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,3,4,4,4,4,1.0,3.0,2.0,3.0,2.0,2.0,4,1,4,4,4,4,4,4,3,4,2,2,3,1,3,3,3,3.0,3,2.0,0
2505,1,0,0,4,3,0,0,0,105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,4,4,4,4,4.0,4.0,4.0,4.0,4.0,4.0,4,4,2,4,4,4,4,3,4,4,1,2,2,2,4,2,2,1.0,4,4.0,1
4054,1,0,1,2,3,0,2,1,142,0.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,3,2,3,4,4,2.0,4.0,3.0,3.0,3.0,3.0,4,2,4,3,1,0,4,2,1,4,1,2,4,1,2,1,3,2.0,3,4.0,0
6346,0,0,1,0,2,0,0,0,146,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1,4,4,4,3,3.0,4.0,3.0,3.0,3.0,2.0,3,4,2,3,1,4,3,3,3,1,2,4,4,4,4,3,1,2.0,4,3.0,0
6507,1,0,0,2,4,0,3,3,121,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,4,4,4,4,4,2.0,3.0,4.0,4.0,4.0,2.0,4,4,4,4,4,4,2,3,4,4,3,3,4,3,3,3,3,2.0,3,3.0,0
4345,0,0,1,4,2,0,4,2,178,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,4,4,4,4,4,3.0,3.0,3.0,3.0,3.0,2.0,4,3,3,4,3,4,4,4,0,3,3,3,3,4,4,3,4,1.0,3,3.0,1
4970,1,1,1,1,2,0,0,0,105,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,4,4,4,4,4,3.0,3.0,4.0,4.0,3.0,1.0,3,0,3,4,4,4,1,3,4,4,3,4,4,3,4,4,2,2.0,3,4.0,1
2235,0,0,1,2,2,1,2,2,38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,4,4,4,2,3.0,3.0,3.0,2.0,2.0,2.0,4,1,3,4,3,3,3,1,3,4,1,1,4,2,3,1,2,3.0,2,2.0,0
4569,1,1,1,0,2,0,3,3,28,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3,3,3,3,3,3.0,2.0,3.0,3.0,3.0,2.0,4,4,4,3,4,4,2,2,3,2,3,4,4,4,4,2,2,2.0,3,2.0,0
4906,1,0,0,2,2,1,1,1,121,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,3,3,3,4,4,4.0,3.0,3.0,4.0,3.0,4.0,4,4,4,3,3,3,3,1,3,3,2,3,4,2,3,2,0,3.0,3,4.0,1
4730,0,0,1,2,1,0,4,3,63,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,4,4,4,4,4,3.0,4.0,4.0,4.0,4.0,3.0,4,2,3,4,4,4,1,1,3,3,3,4,4,2,3,3,1,4.0,4,2.0,0
1396,1,0,1,1,0,0,0,0,121,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,4,3,4,4,3,3.0,4.0,4.0,3.0,2.0,3.0,4,4,3,4,2,2,1,2,3,4,3,3,3,2,3,2,2,3.0,2,2.0,1
2337,0,1,1,3,2,0,1,3,131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,4,3,4,4,3.0,4.0,4.0,3.0,3.0,3.0,4,2,4,4,4,4,4,3,4,4,4,4,4,3,3,4,1,3.0,2,3.0,1
3424,1,1,1,2,0,0,1,2,194,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,3,4,3,4,2,1.0,3.0,4.0,2.0,2.0,2.0,2,2,1,2,3,2,4,0,1,3,1,3,4,3,2,1,4,4.0,1,2.0,0
1290,0,1,2,2,2,1,1,2,134,2.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3,4,4,4,4,4.0,4.0,4.0,0.0,0.0,0.0,1,1,2,4,4,3,4,2,3,4,2,3,3,2,4,2,1,2.0,2,1.0,0
5537,0,0,1,2,0,0,0,0,208,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,3,4,3,4,4,1.0,3.0,3.0,2.0,3.0,1.0,2,1,4,4,2,3,2,1,1,4,2,2,3,3,4,2,1,3.0,2,2.0,0
4748,0,0,0,2,2,1,2,4,71,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,4,4,3,4,3,4.0,4.0,4.0,4.0,4.0,3.0,3,2,4,4,4,4,4,3,4,4,3,4,4,4,4,4,4,3.0,3,4.0,1
2877,0,1,0,3,2,0,0,0,177,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,4,4,4,4,4,3.0,3.0,4.0,2.0,4.0,1.0,2,1,1,4,3,3,3,2,4,4,1,4,4,4,4,4,1,3.0,4,1.0,0
5657,0,1,1,3,0,0,0,1,189,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2,4,2,3,3,2.0,3.0,3.0,1.0,2.0,2.0,0,0,3,4,3,2,1,0,2,2,2,4,4,1,2,3,4,3.0,2,2.0,0
1651,0,1,0,2,0,0,2,0,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,4,3,4,4,1.0,3.0,2.0,3.0,3.0,1.0,1,0,4,4,3,4,2,0,0,4,2,4,4,2,3,3,2,3.0,1,2.0,0
1048,0,0,0,0,0,1,1,2,121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3,4,4,4,3,2.0,4.0,4.0,4.0,2.0,3.0,4,1,4,4,0,0,2,0,2,3,4,0,4,4,4,4,0,2.0,1,3.0,1
1579,0,1,0,0,2,0,3,2,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,4,4,4,4,1.0,4.0,4.0,2.0,4.0,1.0,3,2,3,4,4,4,2,1,0,4,4,4,4,2,3,4,3,2.0,2,3.0,0
1492,1,1,1,2,2,1,2,2,142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3,4,4,4,3.0,3.0,3.0,3.0,3.0,3.0,4,3,4,4,2,2,2,2,3,4,3,3,3,2,2,2,1,2.0,3,3.0,1
3553,1,1,1,0,2,0,0,1,144,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,2,4,4,4,4,4.0,4.0,2.0,2.0,3.0,3.0,4,3,0,3,1,3,4,2,1,4,3,2,3,3,4,1,0,3.0,3,3.0,1
612,0,1,1,0,2,0,4,4,169,2.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,3,4,4,3,3,3.0,3.0,3.0,3.0,3.0,3.0,1,1,1,4,4,4,1,0,3,2,2,4,4,4,4,1,1,1.0,2,3.0,1
47,0,0,0,0,2,0,1,2,121,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3,3,2,3,3,4.0,3.0,3.0,3.0,4.0,3.0,2,1,2,4,4,4,1,1,4,4,4,4,4,4,4,4,4,2.0,3,3.0,1
3834,1,1,1,2,2,1,2,4,63,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,3,4,4,4,3,4.0,4.0,4.0,4.0,4.0,2.0,3,2,2,4,4,4,4,2,3,4,3,4,4,4,4,2,2,3.0,3,4.0,0
804,1,1,1,2,2,1,3,2,23,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,4,4,4,3,3.0,3.0,3.0,3.0,2.0,2.0,4,4,3,3,2,1,0,3,2,3,4,2,4,4,4,1,1,1.0,3,3.0,1
6622,1,1,0,2,2,1,1,2,23,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,4,4,4,4,3,3.0,3.0,3.0,4.0,3.0,3.0,4,2,4,4,2,1,2,0,0,1,2,1,3,1,4,4,3,2.0,4,3.0,1
4236,0,2,0,0,0,1,0,1,160,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4,4,3,4,4,3.0,3.0,4.0,3.0,3.0,3.0,2,1,2,4,4,4,3,1,1,4,1,4,4,4,4,2,2,3.0,4,4.0,1
5062,1,2,0,2,2,1,4,1,82,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,4,3,4,3,2,3.0,3.0,3.0,1.0,2.0,2.0,3,3,3,3,3,3,1,1,0,4,0,3,3,3,4,4,1,3.0,1,1.0,0
6291,0,1,0,3,0,0,2,1,192,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1,3,4,3,4,2.0,1.0,3.0,1.0,1.0,1.0,1,0,1,4,4,3,3,2,4,4,2,4,4,3,4,2,4,3.0,3,2.0,0
1636,0,1,1,2,2,1,4,1,142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,4,4,4,4,4.0,4.0,4.0,4.0,4.0,4.0,4,3,4,4,3,3,3,0,3,4,3,3,4,3,3,1,1,4.0,3,4.0,1
4939,1,1,0,0,2,0,0,0,140,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,3,4,3,4,4,3.0,4.0,2.0,3.0,2.0,1.0,4,1,3,4,3,3,4,3,2,1,1,2,4,2,2,3,4,3.0,3,1.0,0
3437,1,1,1,2,2,1,1,2,194,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,3,4,3,4,2,4.0,4.0,4.0,4.0,3.0,4.0,2,2,1,2,3,2,4,0,1,3,1,3,4,3,2,1,4,4.0,1,4.0,1
6212,0,0,1,2,2,1,1,3,121,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,3,3,3,4,4,3.0,4.0,4.0,3.0,4.0,3.0,3,3,3,3,4,4,1,1,3,4,4,4,4,3,3,2,1,4.0,2,3.0,1
1604,0,1,1,2,1,0,0,1,106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,4,4,4,4,4.0,3.0,4.0,3.0,3.0,3.0,2,0,4,4,4,4,4,2,0,4,0,4,4,4,4,3,3,2.0,1,3.0,0
974,0,0,0,3,2,0,0,2,75,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3,4,4,4,4,4.0,4.0,4.0,3.0,4.0,3.0,2,2,2,4,3,2,1,0,2,4,3,4,4,3,4,1,2,4.0,1,3.0,0
4096,1,1,2,4,0,0,0,0,207,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,3,4,3,4,4,3.0,3.0,3.0,2.0,3.0,2.0,2,1,3,3,4,4,4,3,3,4,2,4,4,3,3,2,4,3.0,1,2.0,0
4461,1,1,1,2,4,0,3,1,105,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,3,3,4,3,2,2.0,2.0,2.0,1.0,2.0,2.0,3,3,4,4,2,2,1,2,4,2,3,1,1,3,4,3,1,2.0,4,2.0,0
38,0,0,1,0,2,0,1,2,121,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3,3,2,3,3,2.0,4.0,4.0,2.0,3.0,2.0,2,1,2,4,4,4,1,1,4,4,4,4,4,4,4,4,4,2.0,3,3.0,0
5055,1,1,1,2,2,1,4,4,23,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,3,4,3,4,4,2.0,4.0,2.0,3.0,3.0,2.0,4,4,2,4,0,0,4,4,0,4,1,1,2,2,2,0,0,1.0,2,3.0,0
4338,0,0,0,4,2,0,4,2,178,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,4,4,4,4,4,3.0,3.0,3.0,3.0,3.0,3.0,4,3,3,4,3,4,4,4,0,3,3,3,3,4,4,3,4,3.0,3,3.0,1
2100,0,1,3,2,2,1,1,4,155,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,4,4,4,4,3.0,3.0,3.0,3.0,3.0,2.0,3,3,4,4,2,2,4,4,4,4,0,1,2,1,3,2,0,1.0,4,2.0,0
5826,1,1,0,2,2,1,3,2,23,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,3,4,4,4,4,4.0,3.0,4.0,4.0,3.0,2.0,3,3,3,4,4,4,3,4,4,3,3,4,4,4,3,3,2,2.0,3,3.0,1
4202,0,1,1,2,2,1,0,3,170,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,3,4,4,4,3,4.0,3.0,3.0,3.0,3.0,3.0,1,1,4,4,3,4,3,0,3,3,2,4,4,4,4,3,3,3.0,3,4.0,1
3178,0,1,1,0,0,1,1,1,167,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3,3,2,3,3,2.0,2.0,2.0,3.0,3.0,2.0,2,4,2,4,3,3,2,3,4,1,4,2,4,2,4,4,1,1.0,2,2.0,0
2468,1,1,0,2,0,0,0,0,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3,3,4,3,4.0,3.0,3.0,2.0,2.0,3.0,4,1,3,3,3,4,1,1,3,3,1,3,3,3,4,1,4,3.0,3,3.0,1
2317,0,1,1,2,2,1,4,0,105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,4,4,4,4,2.0,4.0,4.0,2.0,4.0,3.0,4,4,4,4,4,4,2,4,0,4,4,4,4,4,3,4,3,2.0,2,2.0,0
298,0,0,1,3,2,0,3,2,121,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,3,4,3,4,3,2.0,2.0,3.0,0.0,2.0,0.0,1,1,2,4,4,4,3,0,2,4,4,4,4,4,4,4,0,2.0,1,2.0,0
3774,0,1,1,2,2,1,0,4,198,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,3,4,4,4,4,2.0,2.0,3.0,1.0,2.0,0.0,4,0,4,3,3,4,1,0,2,4,0,4,4,3,3,4,4,3.0,3,2.0,0
5359,1,0,1,2,2,1,0,0,121,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,3,4,4,4,4,4.0,4.0,3.0,3.0,3.0,4.0,3,0,3,2,0,0,3,0,4,3,0,0,2,1,2,1,0,2.0,3,4.0,1
5491,0,1,1,0,2,0,4,4,23,1.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,4,4,4,4,4,2.0,4.0,4.0,4.0,3.0,2.0,4,0,3,4,4,3,4,1,3,4,3,4,4,2,0,4,4,2.0,2,2.0,1
5250,0,1,1,2,0,0,0,0,192,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3,4,4,4,4,2.0,4.0,4.0,4.0,4.0,2.0,1,1,1,4,4,4,3,0,3,3,2,4,4,4,3,2,2,2.0,2,4.0,1
2948,0,1,1,0,0,1,1,0,165,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,4,3,3,3,3.0,3.0,3.0,3.0,3.0,3.0,3,4,4,3,3,3,2,1,2,3,2,3,3,4,4,4,0,2.0,3,3.0,0
5152,0,1,1,2,2,1,0,0,192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,4,4,2,4,1,4.0,4.0,4.0,2.0,2.0,2.0,3,1,2,4,2,3,2,1,4,4,4,4,4,3,3,2,3,3.0,2,3.0,1
5271,0,1,1,2,2,1,1,1,105,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3,3,4,3,2,3.0,4.0,3.0,3.0,3.0,3.0,2,1,4,3,1,1,1,1,3,1,3,1,1,2,3,4,2,2.0,1,3.0,0
5798,1,0,0,0,2,0,0,0,37,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3,4,3,4,2,3.0,3.0,4.0,2.0,3.0,1.0,2,2,1,4,2,1,1,2,1,3,4,2,4,3,4,3,1,3.0,2,3.0,1
765,0,1,1,2,2,1,0,1,113,2.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,4,4,4,4,4,4.0,4.0,4.0,4.0,4.0,4.0,3,1,4,4,4,4,4,1,4,4,2,4,4,4,4,3,4,2.0,2,4.0,1
4561,1,1,0,0,0,1,3,3,28,1.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3,3,3,3,3,3.0,3.0,3.0,2.0,2.0,2.0,4,4,4,3,4,4,2,2,3,2,3,4,4,4,4,2,2,2.0,3,3.0,0
2502,1,0,1,4,2,0,0,0,105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,4,4,4,4,4.0,4.0,4.0,4.0,4.0,4.0,4,4,2,4,4,4,4,3,4,4,1,2,2,2,4,2,2,3.0,4,4.0,1
3254,0,0,1,2,2,1,4,4,192,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,4,4,4,4,4,3.0,3.0,3.0,3.0,2.0,3.0,4,3,4,4,4,4,2,2,3,3,3,4,4,4,4,4,2,2.0,4,3.0,1
209,0,0,0,2,2,1,2,4,121,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,4,4,4,4,4,1.0,4.0,4.0,2.0,2.0,2.0,1,1,3,4,3,3,3,1,3,3,4,4,4,3,3,4,3,2.0,2,3.0,0
4226,0,2,1,0,2,0,0,1,160,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,4,4,3,4,4,4.0,4.0,4.0,4.0,4.0,4.0,2,1,2,4,4,4,3,1,1,4,1,4,4,4,4,2,2,4.0,4,4.0,1
7,0,0,0,0,2,0,1,2,121,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3,4,4,4,3,2.0,3.0,3.0,4.0,4.0,4.0,4,1,4,4,0,0,2,0,2,3,4,0,4,4,4,4,0,1.0,1,3.0,1
4136,0,1,1,3,2,0,0,1,117,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3,3,4,4,4,3.0,3.0,3.0,3.0,3.0,3.0,4,3,2,3,3,3,2,1,4,2,2,4,4,4,4,4,2,3.0,2,3.0,0
5910,1,1,1,2,2,1,1,4,120,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,4,4,4,4,3,3.0,3.0,3.0,3.0,3.0,3.0,4,4,2,4,4,4,0,0,2,4,3,4,4,3,4,4,4,3.0,3,3.0,0
6714,1,1,1,1,3,0,1,0,23,1.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,3,4,1,4,2,4.0,4.0,4.0,3.0,3.0,4.0,3,0,3,3,3,1,1,0,3,4,1,2,3,3,3,3,0,3.0,1,4.0,1
1434,1,1,0,0,3,0,3,0,23,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,2,4,2,4,2,2.0,2.0,2.0,1.0,1.0,1.0,4,4,3,4,4,4,4,0,2,4,2,4,4,4,2,1,2,3.0,4,1.0,0
4035,0,2,0,2,2,1,0,0,55,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3,4,4,3,2,4.0,4.0,2.0,3.0,2.0,2.0,2,3,2,3,3,3,4,1,0,4,1,3,3,4,4,2,4,2.0,2,3.0,1
4589,1,1,1,2,4,0,1,1,142,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,4,4,4,4,4,2.0,2.0,2.0,2.0,2.0,1.0,4,4,2,4,2,2,1,1,3,2,3,2,3,1,3,3,1,2.0,2,2.0,0
1991,1,2,1,2,3,0,0,0,111,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,4,3,4,2,4.0,4.0,4.0,4.0,4.0,2.0,2,1,2,4,4,3,4,1,4,4,1,4,4,2,3,1,4,3.0,4,4.0,1
6121,0,1,1,0,2,0,4,1,15,1.0,1.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,4,4,4,4,4,3.0,3.0,3.0,4.0,3.0,3.0,1,1,3,4,4,4,2,2,4,4,3,4,2,4,4,4,1,3.0,1,3.0,1
1242,1,0,0,2,2,1,1,0,70,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,3,4,4,4,3,4.0,4.0,4.0,4.0,4.0,2.0,4,1,2,4,4,4,4,3,4,4,1,4,4,4,4,1,2,2.0,4,3.0,0
824,1,1,1,4,2,0,4,4,23,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,3,4,4,4,3,4.0,4.0,4.0,4.0,4.0,4.0,2,2,3,3,3,3,1,1,2,3,2,3,3,1,3,3,1,4.0,2,4.0,1
2861,1,1,1,4,0,0,1,3,82,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,3,4,3,4,3,4.0,4.0,4.0,4.0,4.0,4.0,3,4,0,4,4,3,0,0,3,4,3,1,4,4,2,2,0,2.0,2,4.0,1
3499,1,0,0,4,0,0,0,0,74,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,4,4,4,4,4,3.0,3.0,3.0,3.0,3.0,3.0,2,3,3,4,4,4,4,4,2,4,3,1,4,4,4,4,4,2.0,4,3.0,1
5971,1,0,0,2,2,1,0,2,17,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,3,4,2,4,2,3.0,4.0,4.0,3.0,3.0,2.0,1,2,2,4,4,4,3,2,1,3,2,3,4,4,4,3,3,2.0,2,4.0,0
1244,1,0,1,2,4,0,1,0,70,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,3,4,4,4,3,3.0,4.0,4.0,3.0,3.0,2.0,4,1,2,4,4,4,4,3,4,4,1,4,4,4,4,1,2,3.0,4,2.0,0
